,BRAC University,,,,,,,,
,Consultation Hour Planner,,,,,,,,
,,Faculty:,#N/A,,Initial,TNZ,,,
,,Programme:,CSE,,Semester:,Spring 2026,,,
,,Email:,#N/A,,#N/A,#N/A,,,
,,,,,,,,,
,8:00 AM,9:30 AM,11:00 AM,12:30 PM,2:00 PM,3:30 PM,5:00 PM,6:00 PM,7:30 PM
Saturday,,,"CSE341-06 (LAB)
TRZA,CKMH
12F-30L","CSE341-06 (LAB)
TRZA,CKMH
12F-30L","CSE341-07 (LAB)
TRZA,NWT
12F-30L","CSE341-07 (LAB)
TRZA,NWT
12F-30L",Consultation,,
Sunday,"CSE341-08 (LAB)
NWT,TRZA
12F-31L","CSE341-08 (LAB)
NWT,TRZA
12F-31L","CSE341-09 (LAB)
RAHA,TRZA
12F-31L","CSE341-09 (LAB)
RAHA,TRZA
12F-31L",Consultation,,,,
Monday,,,"CSE341-11 (LAB)
CKMH,TRZA
12F-31L","CSE341-11 (LAB)
CKMH,TRZA
12F-31L","CSE101-04 (LAB)
RBR,TRZA
FT11-04L","CSE101-04 (LAB)
RBR,TRZA
FT11-04L",,,
Tuesday,,,,,,,,,
Wednesday,,,,,,,,,
Thursday,"CSE370-01 (LAB)
FDM,TRZA
12F-31L","CSE370-01 (LAB)
FDM,TRZA
12F-31L",Consultation,Consultation,,,,,
Friday,,,,,,,,,
**Each slot is of 1 hour 20 minutes,,,,,,,,,
** Please send me an email before coming to consultation. Please follow Ramadan Timing for Consultations,,,,,,,,,
